EntrezID	Prediction	Score	GeneSymbol
152503	Intracellular	0.5842	SH3D19
116987	Intracellular	0.7302	AGAP1
1956	Signal-peptide	0.9073	EGFR
7068	UPS	0.5521	THRB
1634	Signal-peptide	0.9114	DCN
116985	Intracellular	0.8423	ARAP1
22905	Intracellular	0.5662	EPN2
3899	Intracellular	0.9343	AFF3
1902	Transmembrane	0.9961	LPAR1
2060	Intracellular	0.5194	EPS15
57506	Intracellular	0.5967	MAVS
23564	Intracellular	0.9326	DDAH2
79718	Intracellular	0.5953	TBL1XR1
57489	Intracellular	0.5253	ODF2L
224	Intracellular	0.558	ALDH3A2
79974	Transmembrane	0.9292	CPED1
57142	Transmembrane	0.9995	RTN4
2273	Intracellular	0.5936	FHL1
221476	Signal-peptide	0.9951	PI16
2674	Signal-peptide	0.9565	GFRA1
178	Intracellular	0.5457	AGL
4907	Signal-peptide	0.888	NT5E
2719	UPS	0.6018	GPC3
1307	Signal-peptide	0.8662	COL16A1
57506	Intracellular	0.5107	MAVS
667	Intracellular	0.6643	DST
83871	UPS	0.5367	RAB34
9467	Intracellular	0.9345	SH3BP5
5376	Transmembrane	0.7033	PMP22
9612	Intracellular	0.734	NCOR2
23564	Intracellular	0.5537	DDAH2
10659	Intracellular	0.52	CELF2
94031	Signal-peptide	0.9991	HTRA3
7035	Signal-peptide	0.9053	TFPI
8516	Intracellular	0.5187	ITGA8
23564	Intracellular	0.5537	DDAH2
56987	Intracellular	0.5815	BBX
6332	UPS	0.5187	SCN7A
22905	Intracellular	0.6933	EPN2
7046	Signal-peptide	0.8557	TGFBR1
2309	Intracellular	0.6186	FOXO3
2719	Signal-peptide	0.8273	GPC3
50507	Transmembrane	0.9248	NOX4
58526	UPS	0.6334	MID1IP1
1831	UPS	0.521	TSC22D3
54558	Intracellular	0.8798	SPATA6
56987	Intracellular	0.9345	BBX
307	Intracellular	0.8615	ANXA4
90	Signal-peptide	0.89	ACVR1
55022	UPS	0.634	PID1
10447	UPS	0.6174	FAM3C
83871	UPS	0.5694	RAB34
94134	Intracellular	0.5457	ARHGAP12
10159	Signal-peptide	0.911	ATP6AP2
5728	Intracellular	0.7882	PTEN
3912	Intracellular	0.5701	LAMB1
3479	Signal-peptide	0.95	IGF1
51374	UPS	0.5992	ATRAID
3601	Signal-peptide	0.9863	IL15RA
152503	Intracellular	0.5842	SH3D19
9590	Intracellular	0.6344	AKAP12
4781	Intracellular	0.715	NFIB
1831	UPS	0.5939	TSC22D3
7106	Transmembrane	0.9253	TSPAN4
9295	Intracellular	0.8798	SRSF11
10521	Intracellular	0.8792	DDX17
9882	Intracellular	0.5686	TBC1D4
57584	UPS	0.5504	ARHGAP21
27303	Intracellular	0.6978	RBMS3
80059	Signal-peptide	0.6381	LRRTM4
9871	Intracellular	0.5009	SEC24D
5270	Signal-peptide	0.9859	SERPINE2
3479	Signal-peptide	0.55	IGF1
2260	Signal-peptide	0.9489	FGFR1
252839	Signal-peptide	0.8968	TMEM9
54796	UPS	0.566	BNC2
2801	Intracellular	0.5898	GOLGA2
56288	Intracellular	0.8798	PARD3
152503	Intracellular	0.5842	SH3D19
6591	Intracellular	0.5694	SNAI2
219348	Signal-peptide	0.8853	PLAC9
10159	Signal-peptide	0.911	ATP6AP2
3597	Signal-peptide	0.8965	IL13RA1
6720	UPS	0.59	SREBF1
3601	Signal-peptide	0.9985	IL15RA
116987	UPS	0.5502	AGAP1
7148	Signal-peptide	0.9978	TNXB
9528	UPS	0.6183	TMEM59
81617	UPS	0.6135	CAB39L
51454	Intracellular	0.6122	GULP1
4781	Intracellular	0.6246	NFIB
3601	Signal-peptide	0.9985	IL15RA
84162	Intracellular	0.5668	KIAA1109
3069	UPS	0.537	HDLBP
63917	Transmembrane	0.8044	GALNT11
716	Signal-peptide	0.9264	C1S
9882	Intracellular	0.9344	TBC1D4
710	Intracellular	0.5181	SERPING1
3069	Intracellular	0.7171	HDLBP
889	UPS	0.5011	KRIT1
23564	Intracellular	0.9285	DDAH2
6387	Signal-peptide	0.9081	CXCL12
94	Signal-peptide	0.9795	ACVRL1
2202	Signal-peptide	0.9939	EFEMP1
51429	UPS	0.5215	SNX9
6443	Transmembrane	0.7517	SGCB
80205	Intracellular	0.7896	CHD9
4774	Intracellular	0.7089	NFIA
2934	Intracellular	0.6245	GSN
64094	Intracellular	0.9149	SMOC2
4781	Intracellular	0.5532	NFIB
23564	Intracellular	0.5537	DDAH2
79987	Signal-peptide	0.7319	SVEP1
7106	Transmembrane	0.7915	TSPAN4
4155	Intracellular	0.9345	MBP
1303	Intracellular	0.5788	COL12A1
55268	Intracellular	0.9345	ECHDC2
55283	UPS	0.6172	MCOLN3
80332	Signal-peptide	0.9995	ADAM33
23787	UPS	0.6183	MTCH1
2534	Intracellular	0.5471	FYN
200734	Intracellular	0.9345	SPRED2
23543	Intracellular	0.567	RBFOX2
2152	Signal-peptide	0.4512	F3
54558	Intracellular	0.8798	SPATA6
158326	Signal-peptide	0.8874	FREM1
3337	Intracellular	0.9226	DNAJB1
23446	Transmembrane	0.9671	SLC44A1
5066	Intracellular	0.7872	PAM
167691	Intracellular	0.8798	LCA5
151613	Intracellular	0.5656	TTC14
4052	Signal-peptide	0.9356	LTBP1
23787	Intracellular	0.5602	MTCH1
58504	Intracellular	0.8795	ARHGAP22
55788	Transmembrane	0.9999	LMBRD1
5125	Intracellular	0.6801	PCSK5
10457	Signal-peptide	0.9931	GPNMB
23564	Intracellular	0.5537	DDAH2
50809	Intracellular	0.5257	HP1BP3
5789	Signal-peptide	0.9793	PTPRD
347	Signal-peptide	0.9083	APOD
6717	UPS	0.5384	SRI
51454	Intracellular	0.6122	GULP1
26224	UPS	0.6001	FBXL3
23036	Intracellular	0.9343	ZNF292
116985	Intracellular	0.8598	ARAP1
5228	Signal-peptide	0.9718	PGF
51422	UPS	0.6163	PRKAG2
862	Intracellular	0.8796	RUNX1T1
10217	UPS	0.6089	CTDSPL
79689	Intracellular	0.5464	STEAP4
5125	Signal-peptide	0.8187	PCSK5
261729	Intracellular	0.5552	STEAP2
260425	Intracellular	0.5661	MAGI3
10916	Intracellular	0.7329	MAGED2
91851	Signal-peptide	0.9884	CHRDL1
1289	Intracellular	0.5998	COL5A1
9788	Intracellular	0.7337	MTSS1
23564	Intracellular	0.5537	DDAH2
4921	Signal-peptide	0.9996	DDR2
2799	UPS	0.5165	GNS
9612	Intracellular	0.7343	NCOR2
7106	Transmembrane	0.9253	TSPAN4
57489	UPS	0.614	ODF2L
7068	Intracellular	0.5435	THRB
23515	Intracellular	0.5835	MORC3
56944	Intracellular	0.9343	OLFML3
2934	Intracellular	0.9343	GSN
5212	Signal-peptide	0.726	VIT
4774	Intracellular	0.7148	NFIA
22905	Intracellular	0.5508	EPN2
7423	Signal-peptide	0.993	VEGFB
261729	Intracellular	0.5567	STEAP2
7046	Signal-peptide	0.8557	TGFBR1
1290	Signal-peptide	0.9411	COL5A2
2192	Signal-peptide	0.8633	FBLN1
50809	Intracellular	0.6114	HP1BP3
5168	Transmembrane	0.4835	ENPP2
4784	Intracellular	0.7142	NFIX
2674	Signal-peptide	0.9565	GFRA1
5212	Intracellular	0.5658	VIT
2934	Signal-peptide	0.8524	GSN
122786	Intracellular	0.5687	FRMD6
3069	UPS	0.5932	HDLBP
25960	Signal-peptide	0.9868	ADGRA2
4026	Intracellular	0.5701	LPP
4155	Intracellular	0.9345	MBP
10628	Intracellular	0.5295	TXNIP
653	Transmembrane	0.5155	BMP5
8543	UPS	0.5563	LMO4
5337	UPS	0.553	PLD1
889	UPS	0.5024	KRIT1
3913	Signal-peptide	0.9109	LAMB2
54899	Intracellular	0.7176	PXK
9612	Intracellular	0.9344	NCOR2
57142	Intracellular	0.5227	RTN4
2199	Signal-peptide	0.9026	FBLN2
81617	UPS	0.5918	CAB39L
23646	Transmembrane	0.9985	PLD3
9719	Signal-peptide	0.9999	ADAMTSL2
6238	Transmembrane	0.9434	RRBP1
3479	Signal-peptide	0.55	IGF1
50809	Intracellular	0.9244	HP1BP3
1292	Signal-peptide	0.9623	COL6A2
5046	Intracellular	0.6256	PCSK6
7106	Transmembrane	0.9253	TSPAN4
5101	Signal-peptide	0.8748	PCDH9
1842	Signal-peptide	0.9217	ECM2
127435	Signal-peptide	0.8363	PODN
9201	Intracellular	0.9345	DCLK1
4926	UPS	0.6174	NUMA1
2260	Signal-peptide	0.9126	FGFR1
4781	Intracellular	0.6226	NFIB
8991	Intracellular	0.5302	SELENBP1
5320	Signal-peptide	0.9267	PLA2G2A
3910	Signal-peptide	0.9877	LAMA4
261729	UPS	0.5959	STEAP2
55022	UPS	0.6338	PID1
9201	Intracellular	0.5717	DCLK1
8763	Signal-peptide	0.73740000000000006	CD164
3983	Intracellular	0.9338	ABLIM1
7035	Signal-peptide	0.9053	TFPI
8405	UPS	0.5298	SPOP
11168	Intracellular	0.8023	PSIP1
81035	Transmembrane	0.9927	COLEC12
10457	Signal-peptide	0.9931	GPNMB
4026	Intracellular	0.5712	LPP
8910	Intracellular	0.548	SGCE
25	UPS	0.5488	ABL1
1293	Signal-peptide	0.8938	COL6A3
5212	Signal-peptide	0.726	VIT
9265	Intracellular	0.8139	CYTH3
84162	UPS	0.5496	KIAA1109
9236	Intracellular	0.66	CCPG1
54832	UPS	0.5007	VPS13C
64764	UPS	0.5611	CREB3L2
5325	Intracellular	0.5006	PLAGL1
1809	Intracellular	0.6416	DPYSL3
50809	Intracellular	0.5265	HP1BP3
5376	Transmembrane	0.7469	PMP22
8434	Signal-peptide	0.9784	RECK
8991	UPS	0.5238	SELENBP1
817	Intracellular	0.5436	CAMK2D
80114	Intracellular	0.522	BICC1
5125	Signal-peptide	0.8187	PCSK5
23461	Transmembrane	0.8037	ABCA5
63917	Transmembrane	0.8044	GALNT11
54899	Intracellular	0.7187	PXK
8406	Signal-peptide	0.9493	SRPX
8654	UPS	0.5508	PDE5A
9781	UPS	0.5961	RNF144A
23543	Intracellular	0.5675	RBFOX2
7049	Signal-peptide	0.7388	TGFBR3
309	UPS	0.5504	ANXA6
23446	Transmembrane	0.9671	SLC44A1
1634	Signal-peptide	0.9114	DCN
1889	Transmembrane	0.6189	ECE1
53947	Transmembrane	0.9126	A4GALT
64859	Intracellular	0.8202	"NABP1"
2145	Intracellular	0.5666	EZH1
10111	UPS	0.5522	RAD50
79632	Intracellular	0.6132	FAM184A
26022	Transmembrane	0.8013	TMEM98
3685	Signal-peptide	0.492	ITGAV
22905	Intracellular	0.7165	EPN2
8974	Signal-peptide	0.7992	P4HA2
667	Intracellular	0.5857	DST
5783	Intracellular	0.5661	PTPN13
23564	Intracellular	0.9326	DDAH2
116985	Intracellular	0.9343	ARAP1
1303	Intracellular	0.733	COL12A1
10725	Intracellular	0.5922	NFAT5
27332	Intracellular	0.9328	ZNF638
6934	Intracellular	0.5232	TCF7L2
57142	Intracellular	0.5227	RTN4
8425	Signal-peptide	0.9958	LTBP4
2719	Signal-peptide	0.8273	GPC3
79987	Signal-peptide	0.7319	SVEP1
56987	UPS	0.5355	BBX
57134	Transmembrane	0.9989	MAN1C1
2273	Intracellular	0.5318	FHL1
64343	UPS	0.5483	AZI2
10178	Intracellular	0.5487	TENM1
2734	Signal-peptide	0.9959	GLG1
120892	Intracellular	0.5021	LRRK2
23469	Intracellular	0.6666	PHF3
10916	Intracellular	0.6773	MAGED2
3486	UPS	0.5465	IGFBP3
11168	Intracellular	0.5633	PSIP1
4212	Intracellular	0.5118	MEIS2
23036	Intracellular	0.5019	ZNF292
23543	UPS	0.5947	RBFOX2
9728	Intracellular	0.5857	SECISBP2L
5376	Transmembrane	0.7469	PMP22
716	Signal-peptide	0.9264	C1S
91404	Intracellular	0.5457	SESTD1
7436	Signal-peptide	0.9882	VLDLR
3304	Intracellular	0.7161	HSPA1B
83719	UPS	0.5729	YPEL3
221477	Transmembrane	0.6532	C6orf89
260425	Intracellular	0.5612	MAGI3
9612	Intracellular	0.7343	NCOR2
5648	UPS	0.6183	MASP1
2037	Intracellular	0.5874	EPB41L2
5270	Signal-peptide	0.8945	SERPINE2
55885	Intracellular	0.5639	LMO3
2534	Intracellular	0.5453	FYN
3910	Signal-peptide	0.9836	LAMA4
2934	Intracellular	0.6245	GSN
1307	Intracellular	0.576	COL16A1
10111	Intracellular	0.5901	RAD50
57134	UPS	0.5238	MAN1C1
23032	UPS	0.5207	USP33
4774	Intracellular	0.7147	NFIA
831	UPS	0.5099	CAST
185	Transmembrane	0.9961	AGTR1
3304	Intracellular	0.7161	HSPA1B
23589	UPS	0.5329	CARHSP1
6387	Signal-peptide	0.9081	CXCL12
868	Intracellular	0.5692	CBLB
10010	UPS	0.516	TANK
3303	Intracellular	0.7149	HSPA1A
10144	Intracellular	0.8798	FAM13A
4311	Transmembrane	0.9808	MME
116987	UPS	0.5611	AGAP1
4781	Intracellular	0.7132	NFIB
6925	Intracellular	0.5842	TCF4
51421	Intracellular	0.8796	AMOTL2
7035	Signal-peptide	0.9053	TFPI
51454	UPS	0.6363	GULP1
51474	Intracellular	0.683	LIMA1
10955	UPS	0.6182	SERINC3
10346	UPS	0.5478	TRIM22
2335	Signal-peptide	0.7896	FN1
1289	Signal-peptide	0.7462	COL5A1
5360	Intracellular	0.5862	PLTP
55312	UPS	0.6367	RFK
57125	Intracellular	0.7875	PLXDC1
185	Transmembrane	0.9961	AGTR1
116987	Intracellular	0.8796	AGAP1
83478	Intracellular	0.546	ARHGAP24
55830	Transmembrane	0.5671	GLT8D1
9295	Intracellular	0.9325	SRSF11
53947	Transmembrane	0.9126	A4GALT
54511	UPS	0.6147	HMGCLL1
90	Signal-peptide	0.89	ACVR1
3601	Signal-peptide	0.9863	IL15RA
1893	Signal-peptide	0.8762	ECM1
5730	Signal-peptide	0.8939	PTGDS
1028	Intracellular	0.9328	CDKN1C
1645	UPS	0.5728	AKR1C1
1804	Intracellular	0.5459	DPP6
54664	UPS	0.5645	TMEM106B
11168	Intracellular	0.5633	PSIP1
54510	Signal-peptide	0.4299	PCDH18
253738	Intracellular	0.7163	EBF3
23564	Intracellular	0.9285	DDAH2
56288	Intracellular	0.6692	PARD3
23041	UPS	0.5007	MON2
200734	Intracellular	0.9327	SPRED2
256158	Intracellular	0.9235	HMCN2
219654	UPS	0.619	ZCCHC24
10111	Intracellular	0.5711	RAD50
2239	Signal-peptide	0.9178	GPC4
4046	Intracellular	0.5668	LSP1
2908	Intracellular	0.5113	NR3C1
439921	Signal-peptide	0.6679	MXRA7
23646	Transmembrane	0.9985	PLD3
4915	Signal-peptide	0.6734	NTRK2
1804	Intracellular	0.8616	DPP6
57404	Signal-peptide	0.6017	CYP20A1
4781	Intracellular	0.699	NFIB
4257	Transmembrane	0.6344	MGST1
5783	Intracellular	0.5661	PTPN13
9639	Intracellular	0.5656	ARHGEF10
56944	Intracellular	0.9346	OLFML3
80310	Signal-peptide	0.7399	PDGFD
8974	Signal-peptide	0.7992	P4HA2
3899	Intracellular	0.9343	AFF3
3339	Intracellular	0.9345	HSPG2
9882	Intracellular	0.5686	TBC1D4
261729	Intracellular	0.5515	STEAP2
27030	Intracellular	0.5668	MLH3
3983	Intracellular	0.9347	ABLIM1
901	Intracellular	0.5526	CCNG2
6717	UPS	0.5393	SRI
8675	UPS	0.5288	STX16
10253	Intracellular	0.9327	SPRY2
58504	Intracellular	0.8795	ARHGAP22
27332	Intracellular	0.5699	ZNF638
254827	UPS	0.5913	"NAALADL2"
51454	Intracellular	0.6122	GULP1
54796	UPS	0.5309	BNC2
23564	Intracellular	0.5537	DDAH2
11342	Intracellular	0.6805	RNF13
4155	Intracellular	0.9345	MBP
3790	UPS	0.5519	KCNS3
25923	Intracellular	0.5164	ATL3
23564	Intracellular	0.7132	DDAH2
1284	Transmembrane	0.5404	COL4A2
5654	Signal-peptide	0.9999	HTRA1
3486	Signal-peptide	0.9654	IGFBP3
56288	Intracellular	0.8798	PARD3
10203	Signal-peptide	0.9945	CALCRL
4052	Signal-peptide	0.9356	LTBP1
4046	UPS	0.5341	LSP1
8974	Signal-peptide	0.7992	P4HA2
2260	Signal-peptide	0.9126	FGFR1
273	UPS	0.5164	AMPH
55312	UPS	0.6368	RFK
9037	Signal-peptide	0.8054	SEMA5A
23564	Intracellular	0.9285	DDAH2
22836	Intracellular	0.9345	RHOBTB3
23461	Transmembrane	0.9884	ABCA5
57120	Intracellular	0.5423	GOPC
80205	Intracellular	0.7898	CHD9
4311	Transmembrane	0.9839	MME
6284	UPS	0.5525	S100A13
1879	Intracellular	0.7211	EBF1
122786	Intracellular	0.9345	FRMD6
115294	UPS	0.5443	PCMTD1
51635	Signal-peptide	0.8816	DHRS7
27332	Intracellular	0.9345	ZNF638
23564	Intracellular	0.7132	DDAH2
79022	UPS	0.5699	TMEM106C
55885	UPS	0.5485	LMO3
5212	Signal-peptide	0.726	VIT
56994	UPS	0.614	CHPT1
7035	Signal-peptide	0.9053	TFPI
6259	Intracellular	0.5654	RYK
10956	Signal-peptide	0.9964	OS9
4287	UPS	0.54990000000000006	ATXN3
3337	Intracellular	0.9226	DNAJB1
400986	UPS	0.5279	ANKRD36C
10099	Transmembrane	0.6818	TSPAN3
9788	UPS	0.5142	MTSS1
55885	UPS	0.5493	LMO3
9747	UPS	0.6004	TCAF1
831	Intracellular	0.7648	CAST
4763	UPS	0.6361	NF1
54587	Intracellular	0.9347	MXRA8
2674	Signal-peptide	0.9565	GFRA1
57569	Intracellular	0.716	ARHGAP20
6925	Intracellular	0.5759	TCF4
116985	Intracellular	0.9327	ARAP1
54477	Intracellular	0.9343	PLEKHA5
4969	Transmembrane	0.5243	OGN
6717	UPS	0.5379	SRI
23405	Intracellular	0.5668	DICER1
6095	Intracellular	0.9345	RORA
50809	UPS	0.5257	HP1BP3
53826	Transmembrane	0.7135	FXYD6
56288	Intracellular	0.7852	PARD3
8425	Signal-peptide	0.4848	LTBP4
114757	Intracellular	0.9224	CYGB
122953	Intracellular	0.9345	JDP2
5641	Signal-peptide	0.8952	LGMN
7148	Signal-peptide	0.9978	TNXB
9674	Transmembrane	0.4943	KIAA0040
79022	UPS	0.5402	TMEM106C
114883	UPS	0.5212	OSBPL9
7289	Intracellular	0.9343	TULP3
667	Intracellular	0.5241	DST
10313	UPS	0.6121	RTN3
3671	Signal-peptide	0.994	ISLR
1066	Signal-peptide	0.8709	CES1
813	Signal-peptide	0.8116	CALU
2042	Signal-peptide	0.8689	EPHA3
10516	Signal-peptide	0.9761	FBLN5
604	Intracellular	0.8587	BCL6
1066	Signal-peptide	0.8709	CES1
10404	Signal-peptide	0.5426	CPQ
7046	Transmembrane	0.5815	TGFBR1
831	UPS	0.5885	CAST
25864	Signal-peptide	0.6338	ABHD14A
23461	Transmembrane	0.8037	ABCA5
10144	Intracellular	0.8798	FAM13A
9528	UPS	0.6182	TMEM59
27314	UPS	0.5947	RAB30
22902	UPS	0.5307	RUFY3
5730	UPS	0.5389	PTGDS
54796	Intracellular	0.9326	BNC2
1831	UPS	0.5387	TSC22D3
54899	Intracellular	0.6438	PXK
83719	Intracellular	0.9345	YPEL3
4043	Signal-peptide	0.9549	LRPAP1
1176	UPS	0.614	AP3S1
2908	Intracellular	0.5106	NR3C1
27314	Intracellular	0.9342	RAB30
23564	Intracellular	0.5537	DDAH2
29899	UPS	0.5466	GPSM2
57088	Intracellular	0.5091	PLSCR4
10349	UPS	0.6178	ABCA10
79632	Intracellular	0.6637	FAM184A
5176	Signal-peptide	0.9496	SERPINF1
151887	Transmembrane	0.5659	CCDC80
122786	UPS	0.5294	FRMD6
9648	UPS	0.6119	GCC2
55885	UPS	0.5315	LMO3
4026	Intracellular	0.5316	LPP
6925	Intracellular	0.7204	TCF4
114883	UPS	0.5915	OSBPL9
51635	Signal-peptide	0.5977	DHRS7
9871	Intracellular	0.6213	SEC24D
4046	UPS	0.5521	LSP1
80205	Intracellular	0.6116	CHD9
667	Intracellular	0.9345	DST
10826	Transmembrane	0.8486	FAXDC2
57519	Intracellular	0.5874	STARD9
1303	Signal-peptide	0.8641	COL12A1
287	Intracellular	0.5442	ANK2
116039	UPS	0.5414	OSR2
10010	UPS	0.5316	TANK
5310	Intracellular	0.9328	PKD1
114883	Intracellular	0.5093	OSBPL9
27030	Intracellular	0.5661	MLH3
9759	UPS	0.5292	HDAC4
1291	Intracellular	0.7242	COL6A1
2037	UPS	0.5937	EPB41L2
27332	Intracellular	0.9345	ZNF638
23589	UPS	0.5329	CARHSP1
831	UPS	0.5767	CAST
79022	UPS	0.5397	TMEM106C
5501	UPS	0.5524	PPP1CC
4257	Intracellular	0.9287	MGST1
6238	Intracellular	0.5226	RRBP1
83871	Intracellular	0.9344	RAB34
2934	UPS	0.5684	GSN
56987	UPS	0.5147	BBX
57222	Transmembrane	0.9931	ERGIC1
220965	Intracellular	0.9326	FAM13C
4053	Signal-peptide	0.7044	LTBP2
4921	Signal-peptide	0.9996	DDR2
2135	Transmembrane	0.8685	EXTL2
3074	Intracellular	0.9345	HEXB
22809	UPS	0.6037	ATF5
220965	UPS	0.5464	FAM13C
715	UPS	0.5947	C1R
2734	Signal-peptide	0.9959	GLG1
125	UPS	0.6143	ADH1B
57498	Intracellular	0.7002	KIDINS220
50507	Intracellular	0.5508	NOX4
1634	Signal-peptide	0.9114	DCN
3480	Intracellular	0.6907	IGF1R
56978	Intracellular	0.5668	PRDM8
217	UPS	0.5947	ALDH2
23564	Intracellular	0.5537	DDAH2
252839	Signal-peptide	0.9787	TMEM9
8411	Intracellular	0.9345	EEA1
29015	Signal-peptide	0.4577	SLC43A3
51279	Intracellular	0.5878	C1RL
3480	Intracellular	0.6239	IGF1R
83719	UPS	0.5355	YPEL3
1066	Signal-peptide	0.8712	CES1
8425	Intracellular	0.6423	LTBP4
1462	Signal-peptide	0.5487	VCAN
3603	Intracellular	0.5855	IL16
604	Intracellular	0.9326	BCL6
27332	UPS	0.5518	ZNF638
83992	UPS	0.6183	CTTNBP2
54796	Intracellular	0.5682	BNC2
4926	Intracellular	0.7344	NUMA1
27314	Intracellular	0.9142	RAB30
55251	Intracellular	0.9345	PCMTD2
5919	Signal-peptide	0.9428	RARRES2
9322	Intracellular	0.9347	TRIP10
79974	UPS	0.573	CPED1
5641	Signal-peptide	0.8952	LGMN
29952	Intracellular	0.5726	DPP7
107	UPS	0.5494	ADCY1
11342	UPS	0.5801	RNF13
831	Intracellular	0.5194	CAST
22836	UPS	0.573	RHOBTB3
9467	Intracellular	0.9343	SH3BP5
400	UPS	0.5872	ARL1
122953	Intracellular	0.9345	JDP2
27314	UPS	0.5389	RAB30
9520	Transmembrane	0.6216	NPEPPS
2335	Intracellular	0.6366	FN1
718	Intracellular	0.5736	C3
10404	UPS	0.6183	CPQ
23589	Intracellular	0.5596	CARHSP1
4925	Signal-peptide	0.9377	NUCB2
91653	Signal-peptide	0.7009	BOC
153222	Intracellular	0.5736	CREBRF
23635	Intracellular	0.5696	SSBP2
4669	Intracellular	0.9326	"NAGLU"
6925	Intracellular	0.5886	TCF4
677	Intracellular	0.9345	ZFP36L1
23405	Intracellular	0.5661	DICER1
55885	UPS	0.5493	LMO3
55194	Transmembrane	0.9927	EVA1B
23589	Intracellular	0.9344	CARHSP1
55323	UPS	0.5423	LARP6
112476	UPS	0.5723	PRRT2
9639	Intracellular	0.5656	ARHGEF10
3131	Intracellular	0.9345	HLF
6720	Signal-peptide	0.61240000000000006	SREBF1
4287	Intracellular	0.5649	ATXN3
862	UPS	0.5507	RUNX1T1
2037	Intracellular	0.5811	EPB41L2
3303	Intracellular	0.7161	HSPA1A
2273	UPS	0.6367	FHL1
4297	Intracellular	0.9343	KMT2A
4782	Intracellular	0.7003	NFIC
2353	Intracellular	0.5714	FOS
55268	Intracellular	0.9326	ECHDC2
80005	Intracellular	0.5103	DOCK5
817	Intracellular	0.5437	CAMK2D
53826	Transmembrane	0.7135	FXYD6
9788	UPS	0.5041	MTSS1
57584	Intracellular	0.7321	ARHGAP21
2202	Signal-peptide	0.9993	EFEMP1
5176	UPS	0.5527	SERPINF1
23461	Transmembrane	0.8037	ABCA5
23112	Intracellular	0.5398	TNRC6B
9871	Intracellular	0.5953	SEC24D
114757	Intracellular	0.5522	CYGB
64857	UPS	0.5817	PLEKHG2
862	Intracellular	0.5955	RUNX1T1
6185	UPS	0.6183	RPN2
9902	UPS	0.6159	MRC2
4287	UPS	0.5947	ATXN3
64857	Intracellular	0.9343	PLEKHG2
4774	Intracellular	0.7139	NFIA
29904	Intracellular	0.6997	EEF2K
161176	Intracellular	0.8797	SYNE3
11342	UPS	0.5801	RNF13
112476	UPS	0.5575	PRRT2
124565	Transmembrane	0.9255	SLC38A10
9871	Intracellular	0.5071	SEC24D
22809	UPS	0.596	ATF5
9639	Intracellular	0.583	ARHGEF10
123036	Intracellular	0.544	TC2N
115294	Intracellular	0.9345	PCMTD1
56987	Intracellular	0.9345	BBX
116987	Intracellular	0.5835	AGAP1
9781	UPS	0.6368	RNF144A
6925	Intracellular	0.5885	TCF4
6934	Intracellular	0.679	TCF7L2
83439	Intracellular	0.554	TCF7L1
50507	Transmembrane	0.5349	NOX4
9859	Intracellular	0.9344	CEP170
4026	Intracellular	0.6976	LPP
79632	Intracellular	0.6138	FAM184A
54558	Intracellular	0.9345	SPATA6
26512	Intracellular	0.5682	INTS6
862	Intracellular	0.8796	RUNX1T1
9194	Transmembrane	0.9422	SLC16A7
5136	UPS	0.5181	PDE1A
10010	UPS	0.5473	TANK
2878	Signal-peptide	0.9494	GPX3
64859	Intracellular	0.9344	"NABP1"
3069	UPS	0.6172	HDLBP
22902	Intracellular	0.9326	RUFY3
8522	Intracellular	0.5655	GAS7
57333	Intracellular	0.9327	RCN3
25890	Signal-peptide	0.7245	ABI3BP
92126	Transmembrane	0.5115	DSEL
8522	UPS	0.6175	GAS7
3959	Signal-peptide	0.9824	LGALS3BP
2191	UPS	0.5583	FAP
23741	UPS	0.5405	EID1
123803	Transmembrane	0.8616	NTAN1
3959	Signal-peptide	0.9997	LGALS3BP
84162	Intracellular	0.5037	KIAA1109
9353	Signal-peptide	0.9006	SLIT2
29015	Transmembrane	0.8823	SLC43A3
79022	Intracellular	0.9343	TMEM106C
51474	Intracellular	0.6245	LIMA1
5641	Signal-peptide	0.8952	LGMN
10516	Signal-peptide	0.8945	FBLN5
51474	Intracellular	0.9345	LIMA1
3337	Intracellular	0.9226	DNAJB1
1028	Intracellular	0.9342	CDKN1C
112476	Intracellular	0.6706	PRRT2
56963	Signal-peptide	0.6989	RGMA
2191	UPS	0.5496	FAP
253738	Intracellular	0.5698	EBF3
4287	Intracellular	0.5628	ATXN3
23469	Intracellular	0.5205	PHF3
256691	Signal-peptide	0.8051	MAMDC2
55885	UPS	0.5501	LMO3
51421	Intracellular	0.8796	AMOTL2
55885	UPS	0.6368	LMO3
53826	Transmembrane	0.7135	FXYD6
4082	Intracellular	0.5951	MARCKS
4649	Intracellular	0.9345	MYO9A
51421	Intracellular	0.9343	AMOTL2
29015	Transmembrane	0.9637	SLC43A3
54816	Intracellular	0.747	ZNF280D
652	Signal-peptide	0.8962	BMP4
9859	Intracellular	0.5957	CEP170
252839	Signal-peptide	0.9787	TMEM9
79718	UPS	0.5947	TBL1XR1
8425	Intracellular	0.673	LTBP4
2674	Signal-peptide	0.9565	GFRA1
1289	Signal-peptide	0.7462	COL5A1
57404	Signal-peptide	0.6017	CYP20A1
9236	Intracellular	0.5953	CCPG1
9612	Intracellular	0.9327	NCOR2
25890	Signal-peptide	0.7314	ABI3BP
7068	UPS	0.614	THRB
10956	Signal-peptide	0.9964	OS9
862	Intracellular	0.595	RUNX1T1
1545	Transmembrane	0.6925	CYP1B1
665	UPS	0.6368	BNIP3L
85004	Intracellular	0.9345	RERG
9236	Intracellular	0.9345	CCPG1
