EntrezID	Prediction	Score	GeneSymbol
23345	Transmembrane	0.5211	SYNE1
127018	UPS	0.6367	LYPLAL1
9859	Intracellular	0.6029	CEP170
5101	Signal-peptide	0.8748	PCDH9
26509	Intracellular	0.5635	MYOF
79026	Intracellular	0.7605	AHNAK
8027	Intracellular	0.6976	STAM
1435	Signal-peptide	0.9494	CSF1
55022	UPS	0.6335	PID1
83543	UPS	0.5492	AIF1L
84196	UPS	0.5205	USP48
8027	UPS	0.6349	STAM
22839	Intracellular	0.5863	DLGAP4
5737	Transmembrane	0.9596	PTGFR
23304	Intracellular	0.5459	UBR2
4068	UPS	0.5297	SH2D1A
3953	Signal-peptide	0.3968	LEPR
26509	Intracellular	0.5458	MYOF
23250	Intracellular	0.5457	ATP11A
79710	Intracellular	0.5682	MORC4
6733	UPS	0.5162	SRPK2
50618	Intracellular	0.5457	ITSN2
54741	Transmembrane	0.6969	LEPROT
1307	Signal-peptide	0.8662	COL16A1
6275	UPS	0.6138	S100A4
56904	Intracellular	0.5656	SH3GLB2
1293	Signal-peptide	0.8427	COL6A3
374969	Intracellular	0.9345	SVBP
6001	UPS	0.5512	RGS10
51097	Intracellular	0.5781	SCCPDH
140576	UPS	0.6176	S100A16
94134	Intracellular	0.5457	ARHGAP12
10618	Signal-peptide	0.9973	TGOLN2
5730	Signal-peptide	0.8939	PTGDS
79987	Signal-peptide	0.7319	SVEP1
137902	Signal-peptide	0.8245	PXDNL
9411	UPS	0.5033	ARHGAP29
83641	UPS	0.5279	FAM107B
26503	Transmembrane	0.9738	SLC17A5
10006	Intracellular	0.5908	ABI1
7168	UPS	0.5293	TPM1
4155	Intracellular	0.9345	MBP
7165	Intracellular	0.631	TPD52L2
117583	Intracellular	0.7337	PARD3B
23254	Intracellular	0.9347	KAZN
2335	Signal-peptide	0.7896	FN1
152007	UPS	0.6359	GLIPR2
10178	Intracellular	0.5487	TENM1
57085	Transmembrane	0.7631	AGTRAP
154807	UPS	0.5596	VKORC1L1
7068	Intracellular	0.5435	THRB
79770	Signal-peptide	0.8018	TXNDC15
1293	Intracellular	0.6433	COL6A3
29071	Transmembrane	0.8473	C1GALT1C1
64215	Signal-peptide	0.8708	DNAJC1
11078	Intracellular	0.9343	TRIOBP
9659	Intracellular	0.5886	PDE4DIP
10765	Intracellular	0.5485	KDM5B
26509	Intracellular	0.552	MYOF
10447	Transmembrane	0.5012	FAM3C
178	Intracellular	0.5457	AGL
3910	UPS	0.5303	LAMA4
11342	Intracellular	0.6805	RNF13
166929	UPS	0.5298	SGMS2
23304	Intracellular	0.5433	UBR2
23463	Transmembrane	0.6946	ICMT
219654	Intracellular	0.9326	ZCCHC24
3597	Signal-peptide	0.8965	IL13RA1
23345	Transmembrane	0.5211	SYNE1
10905	Transmembrane	0.9603	MAN1A2
60312	Intracellular	0.7332	AFAP1
23299	Intracellular	0.7354	BICD2
51260	UPS	0.5362	PBDC1
219348	Signal-peptide	0.979	PLAC9
2934	Signal-peptide	0.8524	GSN
55763	Intracellular	0.5009	EXOC1
4919	Signal-peptide	0.9967	ROR1
6050	Intracellular	0.5759	RNH1
10579	Intracellular	0.544	TACC2
25946	Intracellular	0.6318	ZNF385A
9372	Intracellular	0.5194	ZFYVE9
3516	Intracellular	0.6971	RBPJ
3910	Signal-peptide	0.9836	LAMA4
10645	Intracellular	0.7207	CAMKK2
7267	Intracellular	0.5141	TTC3
10149	Transmembrane	0.7189	ADGRG2
90843	Intracellular	0.9345	TCEAL8
9801	Intracellular	0.9344	MRPL19
23646	Transmembrane	0.9985	PLD3
50809	Intracellular	0.6042	HP1BP3
51290	Transmembrane	0.9312	ERGIC2
5090	Intracellular	0.8015	PBX3
2037	Intracellular	0.5874	EPB41L2
10897	UPS	0.618	YIF1A
10006	Intracellular	0.5894	ABI1
5325	Intracellular	0.5007	PLAGL1
2674	Signal-peptide	0.9565	GFRA1
274	UPS	0.523	BIN1
1435	Signal-peptide	0.9494	CSF1
10579	Intracellular	0.5429	TACC2
1727	Signal-peptide	0.6007	CYB5R3
83543	Transmembrane	0.6743	AIF1L
7041	Intracellular	0.5656	TGFB1I1
9910	Transmembrane	0.879	RABGAP1L
10006	Intracellular	0.586	ABI1
23196	UPS	0.5011	FAM120A
6275	UPS	0.6138	S100A4
51150	Signal-peptide	0.8451	SDF4
284611	Intracellular	0.533	FAM102B
50507	Intracellular	0.5508	NOX4
7042	Signal-peptide	0.8414	TGFB2
26268	Intracellular	0.9346	FBXO9
7076	UPS	0.5712	TIMP1
316	Intracellular	0.5001	AOX1
91851	Signal-peptide	0.9783	CHRDL1
4921	Signal-peptide	0.9996	DDR2
7165	Intracellular	0.6313	TPD52L2
4915	Signal-peptide	0.6734	NTRK2
8863	Intracellular	0.534	PER3
178	Intracellular	0.5457	AGL
310	Intracellular	0.5768	ANXA7
10006	Intracellular	0.5852	ABI1
947	Signal-peptide	0.7102	CD34
10313	Intracellular	0.5051	RTN3
220	Intracellular	0.5642	ALDH1A3
667	Intracellular	0.6643	DST
22873	Intracellular	0.6596	DZIP1
23085	Intracellular	0.6864	ERC1
10579	Intracellular	0.5229	TACC2
132884	Transmembrane	0.568	EVC2
10149	Transmembrane	0.8805	ADGRG2
59277	Signal-peptide	0.9372	NTN4
2977	Intracellular	0.5684	GUCY1A2
2335	Signal-peptide	0.7896	FN1
374969	Intracellular	0.9345	SVBP
5063	Intracellular	0.5237	PAK3
84061	Signal-peptide	0.76	MAGT1
4958	Signal-peptide	0.7661	OMD
64094	Signal-peptide	0.9047	SMOC2
140885	Signal-peptide	0.9409	SIRPA
657	Signal-peptide	0.6404	BMPR1A
23345	Transmembrane	0.5211	SYNE1
168002	Intracellular	0.8761	DACT2
57198	Transmembrane	0.9144	ATP8B2
8613	Transmembrane	0.9998	PLPP3
10006	Intracellular	0.5882	ABI1
1307	Intracellular	0.576	COL16A1
25	Intracellular	0.585	ABL1
127262	UPS	0.5634	TPRG1L
10609	Signal-peptide	0.9238	P3H4
57863	Signal-peptide	1	CADM3
1902	Transmembrane	0.9961	LPAR1
6748	Signal-peptide	0.9713	SSR4
89796	Intracellular	0.6629	"NAV1"
56288	Intracellular	0.6692	PARD3
90362	Intracellular	0.9345	FAM110B
164284	Signal-peptide	0.9915	APCDD1L
203260	Signal-peptide	0.8084	CCDC107
367	Intracellular	0.5221	AR
10026	Signal-peptide	0.834	PIGK
25824	UPS	0.5389	PRDX5
3597	Signal-peptide	0.8965	IL13RA1
260425	Intracellular	0.5661	MAGI3
2132	Transmembrane	0.9226	EXT2
10253	Intracellular	0.9327	SPRY2
351	Signal-peptide	0.9741	APP
157680	UPS	0.5168	VPS13B
55885	UPS	0.5501	LMO3
50809	Intracellular	0.5265	HP1BP3
287	Intracellular	0.5285	ANK2
274	UPS	0.5032	BIN1
6934	Intracellular	0.5232	TCF7L2
51454	Intracellular	0.6122	GULP1
7291	UPS	0.549	TWIST1
83543	UPS	0.5916	AIF1L
56904	Intracellular	0.5656	SH3GLB2
2202	Signal-peptide	0.9998	EFEMP1
221895	UPS	0.5293	JAZF1
54664	UPS	0.5645	TMEM106B
9805	UPS	0.6169	SCRN1
7076	Signal-peptide	0.9117	TIMP1
7707	Intracellular	0.6629	ZNF148
10755	Intracellular	0.5925	GIPC1
8869	Intracellular	0.9328	ST3GAL5
81617	UPS	0.6138	CAB39L
203068	Intracellular	0.5721	TUBB
404093	Intracellular	0.9343	CUEDC1
3910	Signal-peptide	0.9877	LAMA4
873	Intracellular	0.6236	CBR1
58508	Intracellular	0.5337	KMT2C
4681	Signal-peptide	0.7864	NBL1
2801	UPS	0.5288	GOLGA2
2737	Intracellular	0.7339	GLI3
6605	Intracellular	0.8026	SMARCE1
51454	Intracellular	0.6122	GULP1
10457	Signal-peptide	0.9931	GPNMB
3843	UPS	0.5207	IPO5
23564	Intracellular	0.5537	DDAH2
2923	Signal-peptide	0.9321	PDIA3
64778	UPS	0.5724	FNDC3B
3069	UPS	0.5904	HDLBP
90843	Intracellular	0.9345	TCEAL8
203068	Intracellular	0.5784	TUBB
351	Intracellular	0.563	APP
81617	UPS	0.5918	CAB39L
116988	Intracellular	0.7201	AGAP3
6747	Transmembrane	0.8185	SSR3
8460	Signal-peptide	0.6157	TPST1
7148	Signal-peptide	0.9978	TNXB
5763	Intracellular	0.9345	PTMS
22905	Intracellular	0.6933	EPN2
10897	UPS	0.513	YIF1A
23345	Transmembrane	0.5211	SYNE1
60487	UPS	0.6367	TRMT11
2802	Intracellular	0.734	GOLGA3
27332	Intracellular	0.5699	ZNF638
5786	Signal-peptide	0.9982	PTPRA
9801	Intracellular	0.9345	MRPL19
25940	Intracellular	0.5313	FAM98A
26022	Transmembrane	0.8013	TMEM98
10956	Signal-peptide	0.9964	OS9
831	UPS	0.5099	CAST
6925	Intracellular	0.5858	TCF4
10645	Intracellular	0.5861	CAMKK2
6603	Intracellular	0.8797	SMARCD2
3423	Intracellular	0.9305	IDS
51564	Intracellular	0.9227	HDAC7
3096	UPS	0.5888	HIVEP1
868	Intracellular	0.7173	CBLB
307	Intracellular	0.8615	ANXA4
4967	Intracellular	0.6258	OGDH
85004	Intracellular	0.9328	RERG
2736	Intracellular	0.5951	GLI2
9871	Intracellular	0.5009	SEC24D
7360	UPS	0.616	UGP2
2241	Intracellular	0.5432	FER
79600	Signal-peptide	0.9989	TCTN1
79718	UPS	0.5947	TBL1XR1
93166	Intracellular	0.5532	PRDM6
387	UPS	0.5506	RHOA
2260	Signal-peptide	0.9489	FGFR1
84255	Intracellular	0.605	SLC37A3
9202	Intracellular	0.5001	ZMYM4
9581	UPS	0.5008	PREPL
5376	Transmembrane	0.7033	PMP22
3223	Intracellular	0.9345	HOXC6
6720	Signal-peptide	0.6867	SREBF1
8704	Transmembrane	0.9422	B4GALT2
2260	Signal-peptide	0.9126	FGFR1
1727	UPS	0.5497	CYB5R3
83641	UPS	0.5279	FAM107B
5937	UPS	0.5759	RBMS1
3572	Signal-peptide	0.8879	IL6ST
665	UPS	0.6367	BNIP3L
7267	UPS	0.5946	TTC3
3269	Transmembrane	0.9915	HRH1
3069	Intracellular	0.5698	HDLBP
4155	Intracellular	0.9345	MBP
23543	Intracellular	0.567	RBFOX2
56913	Transmembrane	0.8204	C1GALT1
9839	Intracellular	0.6996	ZEB2
706	Transmembrane	0.5109	TSPO
10327	UPS	0.615	AKR1A1
64764	UPS	0.6183	CREB3L2
444	Transmembrane	0.8401	ASPH
203068	Intracellular	0.5721	TUBB
9732	Intracellular	0.9345	DOCK4
10234	Signal-peptide	0.9709	LRRC17
710	Signal-peptide	0.9997	SERPING1
6595	Intracellular	0.9345	SMARCA2
208	Intracellular	0.9344	AKT2
6259	UPS	0.5696	RYK
8655	UPS	0.618	DYNLL1
152330	Signal-peptide	0.537	CNTN4
10133	Intracellular	0.5874	OPTN
2135	Signal-peptide	0.5834	EXTL2
10111	Intracellular	0.5901	RAD50
51564	Intracellular	0.9327	HDAC7
11342	Transmembrane	0.5721	RNF13
3234	Intracellular	0.9345	HOXD8
1303	Signal-peptide	0.8641	COL12A1
50507	Transmembrane	0.9572	NOX4
6934	Intracellular	0.9345	TCF7L2
2202	Signal-peptide	0.9993	EFEMP1
2335	Signal-peptide	0.7896	FN1
10979	UPS	0.5212	FERMT2
79600	Signal-peptide	0.9989	TCTN1
4046	UPS	0.611	LSP1
29058	Transmembrane	0.9984	TMEM230
57489	UPS	0.6367	ODF2L
1293	Signal-peptide	0.763	COL6A3
11168	Intracellular	0.8023	PSIP1
11034	UPS	0.6162	DSTN
80303	UPS	0.614	EFHD1
152503	Intracellular	0.5842	SH3D19
2801	UPS	0.5949	GOLGA2
9122	Transmembrane	0.8229	SLC16A4
54899	Intracellular	0.7187	PXK
23499	Intracellular	0.9345	MACF1
7922	Signal-peptide	0.5139	SLC39A7
4026	Intracellular	0.5316	LPP
9581	UPS	0.5008	PREPL
10752	Signal-peptide	0.8631	CHL1
8754	Signal-peptide	0.8413	ADAM9
54885	UPS	0.5238	TBC1D8B
10609	UPS	0.586	P3H4
3482	Intracellular	0.5286	IGF2R
57498	Intracellular	0.7001	KIDINS220
6455	UPS	0.5519	SH3GL1
2923	Signal-peptide	0.9746	PDIA3
27332	Intracellular	0.9345	ZNF638
10417	Signal-peptide	0.7905	SPON2
3423	Signal-peptide	0.974	IDS
9759	Intracellular	0.5728	HDAC4
9732	UPS	0.5522	DOCK4
51109	Signal-peptide	0.9549	RDH11
3572	Signal-peptide	0.8879	IL6ST
80230	Intracellular	0.7331	RUFY1
84668	Intracellular	0.5641	FAM126A
54602	UPS	0.58	NDFIP2
2202	Signal-peptide	0.9968	EFEMP1
4155	Intracellular	0.9345	MBP
831	Intracellular	0.763	CAST
4239	Signal-peptide	0.5681	MFAP4
10133	Intracellular	0.5823	OPTN
51280	Transmembrane	0.995	GOLM1
55672	UPS	0.571	NBPF1
60312	Intracellular	0.7328	AFAP1
2006	Intracellular	0.5951	ELN
22902	Intracellular	0.7334	RUFY3
4026	UPS	0.5562	LPP
10618	Signal-peptide	0.9973	TGOLN2
2992	UPS	0.6262	GYG1
6453	UPS	0.5521	ITSN1
1841	Intracellular	0.9345	DTYMK
4212	Intracellular	0.5118	MEIS2
27332	Intracellular	0.9345	ZNF638
7474	Signal-peptide	0.7789	WNT5A
66005	Signal-peptide	0.9718	CHID1
8869	Intracellular	0.9327	ST3GAL5
8910	Intracellular	0.548	SGCE
57489	UPS	0.614	ODF2L
4026	Intracellular	0.5316	LPP
22872	UPS	0.5014	SEC31A
7423	Signal-peptide	0.993	VEGFB
3899	Intracellular	0.5871	AFF3
23543	Intracellular	0.5675	RBFOX2
8936	Intracellular	0.5901	WASF1
57125	UPS	0.569	PLXDC1
6717	UPS	0.5379	SRI
80014	Intracellular	0.5866	WWC2
84961	Intracellular	0.6731	FBXL20
5730	UPS	0.5469	PTGDS
55033	Signal-peptide	0.8843	FKBP14
2335	Intracellular	0.7445	FN1
56904	Intracellular	0.5586	SH3GLB2
22862	Intracellular	0.5986	FNDC3A
2191	UPS	0.5595	FAP
5354	Transmembrane	0.9287	PLP1
50808	UPS	0.571	AK3
144165	Intracellular	0.6267	PRICKLE1
3843	UPS	0.5947	IPO5
5937	Intracellular	0.5852	RBMS1
64236	Intracellular	0.9343	PDLIM2
57506	Intracellular	0.5967	MAVS
91653	Intracellular	0.9326	BOC
9761	Signal-peptide	0.9346	MLEC
3096	UPS	0.6147	HIVEP1
3454	Signal-peptide	0.7171	IFNAR1
5354	Transmembrane	0.9287	PLP1
6720	UPS	0.59	SREBF1
55885	UPS	0.5501	LMO3
7431	Intracellular	0.9343	VIM
7289	Intracellular	0.6326	TULP3
4046	Intracellular	0.5736	LSP1
11325	Intracellular	0.5704	DDX42
950	Transmembrane	0.6705	SCARB2
2801	Intracellular	0.5898	GOLGA2
2037	Intracellular	0.567	EPB41L2
23433	UPS	0.5938	RHOQ
3688	Signal-peptide	0.817	ITGB1
22801	Signal-peptide	0.6842	ITGA11
23564	Intracellular	0.9285	DDAH2
91404	Intracellular	0.5457	SESTD1
10579	UPS	0.579	TACC2
50507	Intracellular	0.5508	NOX4
26053	UPS	0.6365	AUTS2
2192	UPS	0.5811	FBLN1
375287	Intracellular	0.9326	RBM43
1192	UPS	0.6154	CLIC1
6591	Intracellular	0.5694	SNAI2
55677	Intracellular	0.6365	IWS1
116985	Intracellular	0.7582	ARAP1
81502	Transmembrane	0.936	HM13
27303	Intracellular	0.6978	RBMS3
85440	Intracellular	0.9328	DOCK7
3611	Intracellular	0.5462	ILK
889	Intracellular	0.5607	KRIT1
10905	UPS	0.5737	MAN1A2
55667	Intracellular	0.5025	DENND4C
90102	Intracellular	0.6444	PHLDB2
9270	Intracellular	0.562	ITGB1BP1
123	Intracellular	0.595	PLIN2
311	Intracellular	0.9345	ANXA11
10951	Intracellular	0.505	CBX1
9060	Intracellular	0.5489	PAPSS2
7267	Intracellular	0.5141	TTC3
3790	UPS	0.5519	KCNS3
4140	Intracellular	0.8796	MARK3
80303	UPS	0.5539	EFHD1
8754	Signal-peptide	0.8413	ADAM9
6733	UPS	0.5695	SRPK2
7148	Signal-peptide	0.9978	TNXB
11078	Intracellular	0.9344	TRIOBP
51564	Intracellular	0.9344	HDAC7
25890	Intracellular	0.9345	ABI3BP
116987	UPS	0.5502	AGAP1
192668	Intracellular	0.9343	CYS1
5730	UPS	0.5389	PTGDS
3460	Transmembrane	0.9994	IFNGR2
10169	Intracellular	0.9345	SERF2
2192	UPS	0.6323	FBLN1
7360	UPS	0.5502	UGP2
5786	Signal-peptide	0.9982	PTPRA
23564	Intracellular	0.9285	DDAH2
1803	Transmembrane	0.8431	DPP4
8974	Signal-peptide	0.7992	P4HA2
727936	Signal-peptide	0.7889	GXYLT2
8803	Intracellular	0.554	SUCLA2
10905	UPS	0.5987	MAN1A2
7291	UPS	0.6368	TWIST1
444	Transmembrane	0.9074	ASPH
9859	Intracellular	0.9345	CEP170
51454	Intracellular	0.6122	GULP1
1312	Transmembrane	0.8973	COMT
11228	Intracellular	0.567	RASSF8
2273	UPS	0.6359	FHL1
114876	UPS	0.5209	OSBPL1A
7480	Signal-peptide	0.6328	WNT10B
710	Signal-peptide	0.9285	SERPING1
9747	UPS	0.6004	TCAF1
25890	Intracellular	0.6131	ABI3BP
3069	UPS	0.6164	HDLBP
6605	Intracellular	0.9345	SMARCE1
57149	Intracellular	0.9345	LYRM1
8936	Intracellular	0.9344	WASF1
56937	Transmembrane	0.9998	PMEPA1
5066	Signal-peptide	0.7469	PAM
813	Signal-peptide	0.4783	CALU
1622	UPS	0.6367	DBI
3269	Transmembrane	0.9915	HRH1
51014	Signal-peptide	0.9114	TMED7
5046	Intracellular	0.6256	PCSK6
311	Intracellular	0.5795	ANXA11
3206	Intracellular	0.9345	HOXA10
655	Signal-peptide	0.6704	BMP7
23236	Intracellular	0.5019	PLCB1
1192	UPS	0.6154	CLIC1
10169	Intracellular	0.9345	SERF2
285362	Signal-peptide	0.9996	SUMF1
9839	Intracellular	0.9345	ZEB2
23301	UPS	0.5696	EHBP1
10752	Signal-peptide	0.9013	CHL1
56937	UPS	0.57	PMEPA1
23463	Transmembrane	0.6946	ICMT
54899	Intracellular	0.6438	PXK
7360	UPS	0.6034	UGP2
6605	Intracellular	0.9343	SMARCE1
22998	Intracellular	0.6654	LIMCH1
4835	UPS	0.6349	NQO2
6453	UPS	0.5982	ITSN1
84255	Transmembrane	0.6855	SLC37A3
4719	UPS	0.5323	NDUFS1
57088	UPS	0.5255	PLSCR4
55366	Signal-peptide	0.9479	LGR4
7068	UPS	0.5486	THRB
51673	Intracellular	0.5784	TPPP3
221895	UPS	0.5297	JAZF1
152330	Signal-peptide	0.7305	CNTN4
29982	Intracellular	0.5692	NRBF2
4719	Intracellular	0.5864	NDUFS1
4357	Intracellular	0.9343	MPST
2202	Signal-peptide	0.9939	EFEMP1
3688	Intracellular	0.5011	ITGB1
2934	Intracellular	0.6245	GSN
1192	UPS	0.6154	CLIC1
55589	UPS	0.5473	BMP2K
6720	Signal-peptide	0.5207	SREBF1
57584	Intracellular	0.732	ARHGAP21
1471	Signal-peptide	0.999	CST3
9805	Intracellular	0.5455	SCRN1
351	Intracellular	0.5608	APP
51564	Intracellular	0.9327	HDAC7
64236	Intracellular	0.9343	PDLIM2
112399	Intracellular	0.9326	EGLN3
2202	Signal-peptide	0.9939	EFEMP1
2273	Intracellular	0.5936	FHL1
8540	Intracellular	0.9345	AGPS
23515	Intracellular	0.5835	MORC3
10015	UPS	0.6139	PDCD6IP
23499	Intracellular	0.9345	MACF1
116988	Intracellular	0.8994	AGAP3
27147	Intracellular	0.9345	DENND2A
9367	Intracellular	0.5935	RAB9A
64854	Intracellular	0.526	USP46
131566	UPS	0.5991	DCBLD2
90313	Transmembrane	0.6752	TP53I13
51433	UPS	0.5001	ANAPC5
91851	Signal-peptide	0.9783	CHRDL1
84859	Intracellular	0.7658	LRCH3
222068	Signal-peptide	0.7153	TMED4
2006	Signal-peptide	0.9315	ELN
1107	Intracellular	0.9345	CHD3
1727	Signal-peptide	0.591	CYB5R3
2260	Signal-peptide	0.9126	FGFR1
50618	Intracellular	0.5697	ITSN2
9759	UPS	0.5265	HDAC4
3688	Signal-peptide	0.817	ITGB1
66005	Signal-peptide	0.9718	CHID1
7035	Signal-peptide	0.9305	TFPI
84168	Signal-peptide	0.5466	ANTXR1
4017	Signal-peptide	0.8357	LOXL2
9270	Intracellular	0.6285	ITGB1BP1
23236	Intracellular	0.5009	PLCB1
9859	Intracellular	0.5264	CEP170
4267	Signal-peptide	0.9935	CD99
387	UPS	0.5506	RHOA
64778	UPS	0.5724	FNDC3B
716	Signal-peptide	0.9264	C1S
4835	UPS	0.6368	NQO2
9732	Intracellular	0.7166	DOCK4
9612	Intracellular	0.9345	NCOR2
4026	Intracellular	0.5712	LPP
25776	Intracellular	0.9345	CBY1
2534	Transmembrane	0.7914	FYN
8869	Transmembrane	0.9667	ST3GAL5
23564	Intracellular	0.9326	DDAH2
3096	Intracellular	0.5523	HIVEP1
10512	Signal-peptide	0.7988	SEMA3C
51454	UPS	0.55	GULP1
23136	Intracellular	0.5842	EPB41L3
9019	Transmembrane	0.58	MPZL1
1636	Signal-peptide	0.9272	ACE
165	UPS	0.5983	AEBP1
23564	Intracellular	0.9326	DDAH2
25946	Intracellular	0.6316	ZNF385A
27332	Intracellular	0.9345	ZNF638
6747	Transmembrane	0.8185	SSR3
11342	UPS	0.5939	RNF13
9201	Intracellular	0.9345	DCLK1
10133	Intracellular	0.5874	OPTN
5532	Intracellular	0.6446	PPP3CB
84255	UPS	0.6183	SLC37A3
10609	Signal-peptide	0.9238	P3H4
51199	Intracellular	0.5886	NIN
9759	Intracellular	0.8743	HDAC4
22905	Intracellular	0.5508	EPN2
9619	Intracellular	0.5786	ABCG1
83989	Signal-peptide	0.5628	FAM172A
83871	UPS	0.5583	RAB34
54587	Intracellular	0.9347	MXRA8
23331	UPS	0.5673	TTC28
25814	Intracellular	0.5753	ATXN10
5066	Intracellular	0.7872	PAM
80184	Intracellular	0.5906	CEP290
11078	Intracellular	0.9345	TRIOBP
1634	Signal-peptide	0.9114	DCN
6453	UPS	0.615	ITSN1
2273	UPS	0.6357	FHL1
30811	Intracellular	0.6311	HUNK
5033	Signal-peptide	0.7052	P4HA1
63971	Intracellular	0.8003	KIF13A
3983	Intracellular	0.9252	ABLIM1
2744	UPS	0.5526	GLS
4781	Intracellular	0.699	NFIB
2736	Intracellular	0.5508	GLI2
1534	Transmembrane	0.5331	CYB561
307	Intracellular	0.9146	ANXA4
6453	Intracellular	0.8052	ITSN1
11342	UPS	0.5946	RNF13
9732	Intracellular	0.7162	DOCK4
9975	Intracellular	0.5666	NR1D2
4781	UPS	0.569	NFIB
85458	Intracellular	0.5894	DIXDC1
9839	Intracellular	0.9328	ZEB2
83871	Intracellular	0.9127	RAB34
90102	Intracellular	0.5898	PHLDB2
23564	Intracellular	0.9285	DDAH2
2736	Intracellular	0.5508	GLI2
4350	Intracellular	0.9326	MPG
55885	Intracellular	0.9345	LMO3
10159	Signal-peptide	0.911	ATP6AP2
79974	Transmembrane	0.9292	CPED1
167691	Intracellular	0.8798	LCA5
154807	Intracellular	0.9327	VKORC1L1
9732	Intracellular	0.9345	DOCK4
7267	UPS	0.5008	TTC3
716	Signal-peptide	0.9264	C1S
3843	UPS	0.5398	IPO5
1312	Transmembrane	0.8973	COMT
29058	Transmembrane	0.9984	TMEM230
29899	UPS	0.5466	GPSM2
7267	Intracellular	0.5147	TTC3
1534	Transmembrane	0.5331	CYB561
2308	Intracellular	0.532	FOXO1
23564	Intracellular	0.7132	DDAH2
2191	UPS	0.5583	FAP
10951	UPS	0.6367	CBX1
50618	Intracellular	0.5624	ITSN2
57142	Intracellular	0.5227	RTN4
90736	Intracellular	0.9345	FAM104B
51429	UPS	0.5215	SNX9
54495	UPS	0.6368	TMX3
3572	Signal-peptide	0.6595	IL6ST
65062	Intracellular	0.9345	TMEM237
53947	Transmembrane	0.9126	A4GALT
55568	Transmembrane	0.77	GALNT10
8974	Signal-peptide	0.7992	P4HA2
79600	Signal-peptide	0.9989	TCTN1
55088	Intracellular	0.5877	CCDC186
6603	UPS	0.5697	SMARCD2
6634	UPS	0.5309	SNRPD3
58508	UPS	0.5286	KMT2C
121457	Transmembrane	0.4448	IKBIP
6745	Signal-peptide	0.9892	SSR1
123	UPS	0.5721	PLIN2
2736	Intracellular	0.7339	GLI2
26268	UPS	0.5489	FBXO9
83871	Intracellular	0.5317	RAB34
7035	Signal-peptide	0.9053	TFPI
1363	UPS	0.6367	CPE
29767	UPS	0.6115	TMOD2
22998	Intracellular	0.6655	LIMCH1
55830	UPS	0.614	GLT8D1
657	Signal-peptide	0.7585	BMPR1A
54796	UPS	0.566	BNC2
29899	Intracellular	0.5683	GPSM2
165	Intracellular	0.5546	AEBP1
27332	Intracellular	0.9328	ZNF638
7922	Signal-peptide	0.5139	SLC39A7
25776	Intracellular	0.9345	CBY1
54867	UPS	0.5024	TMEM214
3927	UPS	0.5324	LASP1
57224	Intracellular	0.7337	NHSL1
10618	Signal-peptide	0.9973	TGOLN2
84056	Intracellular	0.8795	KATNAL1
27030	Intracellular	0.5668	MLH3
92181	UPS	0.573	UBTD2
89796	Intracellular	0.633	"NAV1"
4046	Intracellular	0.5668	LSP1
63917	Transmembrane	0.8044	GALNT11
29058	Transmembrane	0.9984	TMEM230
8405	UPS	0.6037	SPOP
889	UPS	0.5024	KRIT1
2192	UPS	0.5909	FBLN1
51304	Transmembrane	0.9999	ZDHHC3
90865	UPS	0.617	IL33
8910	Intracellular	0.9343	SGCE
2202	Signal-peptide	0.9939	EFEMP1
57665	Transmembrane	0.3585	RDH14
8076	Signal-peptide	0.6549	MFAP5
831	Intracellular	0.765	CAST
310	Intracellular	0.5736	ANXA7
54899	Intracellular	0.7171	PXK
2037	Intracellular	0.5853	EPB41L2
3588	Signal-peptide	0.8798	IL10RB
4052	Signal-peptide	0.9972	LTBP1
51604	Signal-peptide	0.9749	PIGT
9859	Intracellular	0.6012	CEP170
152330	Signal-peptide	0.7305	CNTN4
81617	UPS	0.6135	CAB39L
6717	UPS	0.5092	SRI
1729	Intracellular	0.9326	DIAPH1
54796	Intracellular	0.5682	BNC2
55002	Signal-peptide	0.7761	TMCO3
203068	Intracellular	0.5721	TUBB
6747	Transmembrane	0.664	SSR3
3131	Intracellular	0.9345	HLF
57149	Intracellular	0.9345	LYRM1
1432	UPS	0.6191	MAPK14
7289	Intracellular	0.5671	TULP3
1293	Signal-peptide	0.8938	COL6A3
9805	Intracellular	0.9343	SCRN1
6595	Intracellular	0.9345	SMARCA2
55827	Intracellular	0.8794	DCAF6
64854	UPS	0.5069	USP46
10111	UPS	0.5522	RAD50
9801	Intracellular	0.9345	MRPL19
83871	Intracellular	0.9345	RAB34
27332	Intracellular	0.8798	ZNF638
214	Signal-peptide	0.5895	ALCAM
5707	UPS	0.6368	PSMD1
7267	Intracellular	0.5141	TTC3
117583	Intracellular	0.9345	PARD3B
10897	Transmembrane	0.8954	YIF1A
22809	UPS	0.5172	ATF5
4681	Transmembrane	0.4212	NBL1
3688	Signal-peptide	0.817	ITGB1
23499	Intracellular	0.9328	MACF1
57149	Intracellular	0.9345	LYRM1
889	UPS	0.5024	KRIT1
55616	Intracellular	0.7166	ASAP3
80014	Intracellular	0.5543	WWC2
10327	UPS	0.615	AKR1A1
57088	UPS	0.618	PLSCR4
51199	Intracellular	0.5886	NIN
80014	Intracellular	0.5884	WWC2
56904	UPS	0.5721	SH3GLB2
8555	Intracellular	0.6211	CDC14B
203068	Intracellular	0.5784	TUBB
221895	UPS	0.5502	JAZF1
5360	Signal-peptide	0.9943	PLTP
