EntrezID	Prediction	Score	GeneSymbol
55076	Transmembrane	0.8777	TMEM45A
26509	Intracellular	0.5635	MYOF
5738	Signal-peptide	0.8777	PTGFRN
51604	Signal-peptide	0.9749	PIGT
1890	Intracellular	0.6119	TYMP
1634	Signal-peptide	0.9114	DCN
51596	Signal-peptide	0.7698	CUTA
90102	Intracellular	0.5896	PHLDB2
9314	Intracellular	0.5902	KLF4
1471	Signal-peptide	0.999	CST3
717	Signal-peptide	0.9999	C2
91663	Transmembrane	0.7991	MYADM
822	UPS	0.573	CAPG
717	Signal-peptide	0.9999	C2
54206	Intracellular	0.6424	ERRFI1
4725	Intracellular	0.9345	NDUFS5
5861	Intracellular	0.553	RAB1A
56681	UPS	0.6368	SAR1A
114899	Signal-peptide	0.946	C1QTNF3
3481	Signal-peptide	0.9806	IGF2
3554	Signal-peptide	0.9905	IL1R1
165	Intracellular	0.5304	AEBP1
4969	Signal-peptide	0.9978	OGN
3671	Signal-peptide	0.994	ISLR
4046	Intracellular	0.5736	LSP1
2683	Transmembrane	0.9791	B4GALT1
64094	Intracellular	0.9345	SMOC2
2274	UPS	0.5775	FHL2
29015	Transmembrane	0.8823	SLC43A3
2355	Intracellular	0.7181	FOSL2
51280	Transmembrane	0.995	GOLM1
10527	UPS	0.5007	IPO7
9261	Intracellular	0.5433	MAPKAPK2
401505	Intracellular	0.9345	TOMM5
10631	Signal-peptide	0.9809	POSTN
2273	UPS	0.6223	FHL1
7106	Transmembrane	0.9253	TSPAN4
4000	Intracellular	0.8798	LMNA
10631	Signal-peptide	0.9809	POSTN
10216	Signal-peptide	0.931	PRG4
83931	Intracellular	0.8589	STK40
4773	Intracellular	0.5903	NFATC2
4814	UPS	0.618	NINJ1
7922	Signal-peptide	0.5139	SLC39A7
5861	Intracellular	0.5522	RAB1A
7422	Intracellular	0.9344	VEGFA
2006	Signal-peptide	0.9369	ELN
1893	Signal-peptide	0.8762	ECM1
4267	Signal-peptide	0.997	CD99
6574	Transmembrane	0.9687	SLC20A1
7922	Transmembrane	0.8987	SLC39A7
1645	UPS	0.5728	AKR1C1
10135	UPS	0.611	"NAMPT"
6004	Intracellular	0.5935	RGS16
7422	Signal-peptide	0.9194	VEGFA
468	UPS	0.6158	ATF4
51614	Transmembrane	0.8724	ERGIC3
4046	Intracellular	0.5668	LSP1
4257	Transmembrane	0.6344	MGST1
5831	Transmembrane	0.427	PYCR1
4915	Signal-peptide	0.6734	NTRK2
129804	Signal-peptide	0.9976	FBLN7
56944	Intracellular	0.9346	OLFML3
6574	Transmembrane	0.9999	SLC20A1
717	Signal-peptide	0.9992	C2
1647	UPS	0.6009	GADD45A
687	Intracellular	0.8639	KLF9
127687	Intracellular	0.9342	C1orf122
56681	UPS	0.6191	SAR1A
4495	Intracellular	0.5763	MT1G
7499	Signal-peptide	0.9196	XG
717	Signal-peptide	0.922	C2
23564	Intracellular	0.5537	DDAH2
19	Transmembrane	0.8339	ABCA1
2006	Intracellular	0.5951	ELN
861	Intracellular	0.7186	RUNX1
5654	Signal-peptide	0.9999	HTRA1
23564	Intracellular	0.7132	DDAH2
54205	UPS	0.6175	CYCS
60481	Transmembrane	0.8914	ELOVL5
10169	Intracellular	0.9327	SERF2
822	UPS	0.6367	CAPG
4046	UPS	0.5341	LSP1
717	Signal-peptide	0.9999	C2
1052	Intracellular	0.9342	CEBPD
4780	UPS	0.6368	NFE2L2
2260	Signal-peptide	0.9126	FGFR1
127687	Intracellular	0.9342	C1orf122
7922	Signal-peptide	0.5139	SLC39A7
4487	Intracellular	0.6123	MSX1
3554	Signal-peptide	0.9905	IL1R1
23564	Intracellular	0.9326	DDAH2
3159	Intracellular	0.9345	HMGA1
7422	Intracellular	0.9345	VEGFA
928	Transmembrane	0.9925	CD9
7295	UPS	0.6184	TXN
79987	Signal-peptide	0.7319	SVEP1
8425	Signal-peptide	0.9958	LTBP4
2719	Signal-peptide	0.8273	GPC3
2274	UPS	0.5775	FHL2
9068	Signal-peptide	0.8758	ANGPTL1
2273	Intracellular	0.5318	FHL1
29995	UPS	0.5719	LMCD1
79001	Intracellular	0.9326	VKORC1
2006	Signal-peptide	0.9152	ELN
3481	Signal-peptide	0.9806	IGF2
716	Signal-peptide	0.9264	C1S
5209	Intracellular	0.8132	PFKFB3
10970	Intracellular	0.5885	CKAP4
5270	Signal-peptide	0.8945	SERPINE2
2934	Intracellular	0.6245	GSN
5209	Intracellular	0.6317	PFKFB3
7360	UPS	0.5002	UGP2
11167	Signal-peptide	0.9995	FSTL1
7057	Signal-peptide	0.919	THBS1
1307	Intracellular	0.576	COL16A1
10169	Intracellular	0.9345	SERF2
868	Intracellular	0.5692	CBLB
6385	Signal-peptide	0.9533	SDC4
51614	Transmembrane	0.9287	ERGIC3
6396	UPS	0.5301	SEC13
2335	Signal-peptide	0.7896	FN1
54964	Signal-peptide	0.9976	C1orf56
717	Signal-peptide	0.9999	C2
27	Intracellular	0.5453	ABL2
1647	UPS	0.5432	GADD45A
1289	Signal-peptide	0.7462	COL5A1
5360	Intracellular	0.5862	PLTP
1292	Signal-peptide	0.9623	COL6A2
51148	UPS	0.5701	CERCAM
51148	UPS	0.5701	CERCAM
51129	Signal-peptide	0.58	ANGPTL4
3479	Signal-peptide	0.55	IGF1
25816	UPS	0.5893	TNFAIP8
3554	Signal-peptide	0.9905	IL1R1
301	UPS	0.5985	ANXA1
302	UPS	0.5254	ANXA2
7106	Transmembrane	0.9253	TSPAN4
9497	UPS	0.5203	SLC4A7
6277	UPS	0.614	S100A6
51661	UPS	0.6368	FKBP7
1890	Intracellular	0.6119	TYMP
140823	Transmembrane	0.982	ROMO1
9201	Intracellular	0.9345	DCLK1
127435	Signal-peptide	0.8363	PODN
1842	Signal-peptide	0.9217	ECM2
221749	UPS	0.6129	PXDC1
2730	UPS	0.6144	GCLM
5320	Signal-peptide	0.9267	PLA2G2A
2260	Signal-peptide	0.9126	FGFR1
2274	UPS	0.5775	FHL2
49854	Intracellular	0.5017	ZBTB21
9201	Intracellular	0.5717	DCLK1
8727	Intracellular	0.505	CTNNAL1
10457	Signal-peptide	0.9931	GPNMB
2274	UPS	0.5775	FHL2
1293	Signal-peptide	0.8938	COL6A3
316	Intracellular	0.5001	AOX1
25	UPS	0.5488	ABL1
302	UPS	0.5254	ANXA2
3383	Signal-peptide	0.9447	ICAM1
26872	Transmembrane	0.9003	STEAP1
7050	Intracellular	0.6122	TGIF1
1809	Intracellular	0.6416	DPYSL3
5831	Transmembrane	0.6376	PYCR1
5212	Signal-peptide	0.726	VIT
140823	Transmembrane	0.9751	ROMO1
338773	Signal-peptide	1	TMEM119
5606	UPS	0.5712	MAP2K3
5125	Signal-peptide	0.8187	PCSK5
80114	Intracellular	0.522	BICC1
2006	Signal-peptide	0.9275	ELN
3939	UPS	0.6037	LDHA
140576	UPS	0.6176	S100A16
861	Intracellular	0.9344	RUNX1
6275	UPS	0.6138	S100A4
51148	Intracellular	0.8794	CERCAM
84935	UPS	0.5327	MEDAG
8076	Signal-peptide	0.8234	MFAP5
1435	Signal-peptide	0.9494	CSF1
8406	Signal-peptide	0.9493	SRPX
1311	Signal-peptide	0.9318	COMP
822	UPS	0.6367	CAPG
1634	Signal-peptide	0.9114	DCN
7494	Intracellular	0.629	XBP1
6840	Intracellular	0.7617	SVIL
3685	Signal-peptide	0.492	ITGAV
64121	Intracellular	0.5055	RRAGC
49854	Intracellular	0.5662	ZBTB21
6510	Transmembrane	0.6877	SLC1A5
26022	Transmembrane	0.8013	TMEM98
23480	Transmembrane	0.9959	SEC61G
10459	UPS	0.6154	MAD2L2
7295	UPS	0.6176	TXN
51665	Intracellular	0.9328	ASB1
10957	UPS	0.6219	PNRC1
7922	Signal-peptide	0.5139	SLC39A7
2006	Signal-peptide	0.9369	ELN
5125	Signal-peptide	0.8187	PCSK5
6566	Transmembrane	0.9222	SLC16A1
1289	Intracellular	0.5998	COL5A1
90102	Intracellular	0.5898	PHLDB2
91851	Signal-peptide	0.9884	CHRDL1
5831	Transmembrane	0.427	PYCR1
717	Intracellular	0.9343	C2
8204	Intracellular	0.604	NRIP1
23764	Intracellular	0.9345	MAFF
7106	Transmembrane	0.9253	TSPAN4
5621	Signal-peptide	0.9993	PRNP
717	Signal-peptide	0.9992	C2
10169	Intracellular	0.9345	SERF2
4609	Intracellular	0.5656	MYC
8444	Intracellular	0.5826	DYRK3
2934	Intracellular	0.9343	GSN
5212	Signal-peptide	0.726	VIT
56944	Intracellular	0.9343	OLFML3
5743	Signal-peptide	0.8861	PTGS2
1290	Signal-peptide	0.9411	COL5A2
8204	Intracellular	0.604	NRIP1
7499	Signal-peptide	0.9528	XG
64236	Intracellular	0.9343	PDLIM2
3554	Signal-peptide	0.9905	IL1R1
10630	UPS	0.5721	PDPN
2192	Signal-peptide	0.8633	FBLN1
3097	Intracellular	0.7329	HIVEP2
51673	Intracellular	0.5784	TPPP3
6498	Intracellular	0.5229	SKIL
3162	UPS	0.5502	HMOX1
2934	Signal-peptide	0.8524	GSN
5212	Intracellular	0.5658	VIT
7422	Intracellular	0.9347	VEGFA
3576	Signal-peptide	0.9707	CXCL8
3913	Signal-peptide	0.9109	LAMB2
6275	UPS	0.6138	S100A4
2006	Signal-peptide	0.9369	ELN
200894	Intracellular	0.5986	ARL13B
2199	Signal-peptide	0.9026	FBLN2
91663	Transmembrane	0.7991	MYADM
1191	Signal-peptide	0.9793	CLU
6238	Transmembrane	0.9434	RRBP1
10630	UPS	0.5484	PDPN
81617	UPS	0.5918	CAB39L
10631	Signal-peptide	0.9809	POSTN
7922	Signal-peptide	0.5139	SLC39A7
1435	Signal-peptide	0.9494	CSF1
27436	Intracellular	0.6089	EML4
2191	UPS	0.6099	FAP
64236	Intracellular	0.9343	PDLIM2
1382	UPS	0.573	CRABP2
56681	UPS	0.6191	SAR1A
1026	Intracellular	0.9345	CDKN1A
2202	Signal-peptide	0.9968	EFEMP1
5315	Intracellular	0.5656	PKM
23564	Intracellular	0.5537	DDAH2
81617	UPS	0.6135	CAB39L
389558	Signal-peptide	0.919	FAM180A
10216	Signal-peptide	0.9991	PRG4
4499	Intracellular	0.5874	MT1M
6284	UPS	0.5525	S100A13
91851	Signal-peptide	0.9783	CHRDL1
79586	Transmembrane	0.5491	CHPF
6498	Intracellular	0.5211	SKIL
23564	Intracellular	0.5537	DDAH2
5328	Signal-peptide	0.9983	PLAU
10216	Signal-peptide	0.9952	PRG4
7922	Transmembrane	0.8987	SLC39A7
6284	UPS	0.5525	S100A13
5861	Intracellular	0.5548	RAB1A
2260	Signal-peptide	0.9126	FGFR1
301	UPS	0.5516	ANXA1
55816	Intracellular	0.9343	DOK5
6160	Intracellular	0.9345	RPL31
1396	Intracellular	0.532	CRIP1
23564	Intracellular	0.5537	DDAH2
717	UPS	0.5508	C2
10865	Intracellular	0.6131	ARID5A
7922	Signal-peptide	0.5139	SLC39A7
7106	Transmembrane	0.9653	TSPAN4
4869	Intracellular	0.5391	NPM1
80760	Signal-peptide	0.9314	ITIH5
90102	Intracellular	0.6444	PHLDB2
6675	UPS	0.5025	UAP1
3481	Signal-peptide	0.9806	IGF2
3569	UPS	0.6122	IL6
8510	Transmembrane	0.6575	MMP23B
286133	Transmembrane	0.7745	SCARA5
2669	Intracellular	0.9345	GEM
6396	Intracellular	0.5496	SEC13
717	Signal-peptide	0.9089	C2
960	Signal-peptide	0.5897	CD44
5360	Signal-peptide	0.9661	PLTP
960	Signal-peptide	0.5897	CD44
91663	Transmembrane	0.7991	MYADM
4681	Signal-peptide	0.7864	NBL1
8013	Intracellular	0.5044	NR4A3
7106	Transmembrane	0.9253	TSPAN4
1842	Signal-peptide	0.9217	ECM2
4237	Signal-peptide	0.9961	MFAP2
4773	Intracellular	0.5881	NFATC2
868	Intracellular	0.7173	CBLB
6484	Transmembrane	0.7133	ST3GAL4
2199	Transmembrane	0.5431	FBLN2
6277	UPS	0.614	S100A6
9531	Intracellular	0.7335	BAG3
717	Intracellular	0.9326	C2
3939	UPS	0.615	LDHA
716	UPS	0.516	C1S
3554	UPS	0.6182	IL1R1
8444	Intracellular	0.5813	DYRK3
3481	Signal-peptide	0.9785	IGF2
3481	Signal-peptide	0.9806	IGF2
390	UPS	0.527	RND3
5355	Transmembrane	0.9802	PLP2
10560	Transmembrane	0.6519	SLC19A2
5270	Signal-peptide	0.8945	SERPINE2
8682	UPS	0.5293	PEA15
1645	UPS	0.5522	AKR1C1
4681	Signal-peptide	0.7864	NBL1
27089	Transmembrane	0.5909	UQCRQ
5209	Intracellular	0.8726	PFKFB3
83931	Intracellular	0.8728	STK40
1026	Intracellular	0.9345	CDKN1A
6238	Transmembrane	0.9434	RRBP1
23764	Intracellular	0.9327	MAFF
23564	Intracellular	0.5537	DDAH2
6050	Intracellular	0.5759	RNH1
6050	Intracellular	0.5759	RNH1
8560	Transmembrane	0.8934	DEGS1
10459	UPS	0.6154	MAD2L2
219348	Signal-peptide	0.979	PLAC9
9260	Intracellular	0.9343	PDLIM7
1893	Signal-peptide	0.8762	ECM1
6160	Intracellular	0.9345	RPL31
60481	UPS	0.6183	ELOVL5
83931	Intracellular	0.8728	STK40
6238	Transmembrane	0.9434	RRBP1
9997	Signal-peptide	0.3799	SCO2
2935	UPS	0.5025	GSPT1
6160	Intracellular	0.9345	RPL31
56681	UPS	0.6191	SAR1A
1382	UPS	0.573	CRABP2
80760	Signal-peptide	0.9314	ITIH5
6675	UPS	0.5007	UAP1
126328	Transmembrane	0.7293	NDUFA11
10169	Intracellular	0.9345	SERF2
27089	Transmembrane	0.5909	UQCRQ
4257	Transmembrane	0.6344	MGST1
1435	Signal-peptide	0.9494	CSF1
81617	UPS	0.614	CAB39L
8682	UPS	0.6148	PEA15
5212	Signal-peptide	0.726	VIT
1293	Signal-peptide	0.8427	COL6A3
7140	Intracellular	0.9345	TNNT3
51148	Signal-peptide	0.9815	CERCAM
10184	Transmembrane	0.7156	LHFPL2
7076	UPS	0.5712	TIMP1
55700	Intracellular	0.8798	MAP7D1
10447	Transmembrane	0.5012	FAM3C
3976	Intracellular	0.9345	LIF
7422	Intracellular	0.9347	VEGFA
822	UPS	0.6367	CAPG
25816	Intracellular	0.6536	TNFAIP8
6160	Intracellular	0.9345	RPL31
10631	Signal-peptide	0.9809	POSTN
390	UPS	0.5513	RND3
717	Signal-peptide	0.9999	C2
2017	Intracellular	0.5489	CTTN
29995	UPS	0.5288	LMCD1
9507	Transmembrane	0.5943	ADAMTS4
928	Transmembrane	0.7325	CD9
5320	Signal-peptide	0.9267	PLA2G2A
10459	UPS	0.553	MAD2L2
3939	UPS	0.615	LDHA
27122	Signal-peptide	0.9912	DKK3
3164	Intracellular	0.5779	NR4A1
2273	UPS	0.6367	FHL1
6586	Intracellular	0.5677	SLIT3
710	Signal-peptide	0.9997	SERPING1
5209	Intracellular	0.6922	PFKFB3
1646	UPS	0.5521	AKR1C2
5360	Signal-peptide	0.9943	PLTP
9260	UPS	0.5666	PDLIM7
4121	Transmembrane	0.9507	MAN1A1
7869	Intracellular	0.9347	SEMA3B
717	Signal-peptide	0.9089	C2
140576	UPS	0.6176	S100A16
128553	Intracellular	0.5013	TSHZ2
1902	Transmembrane	0.9961	LPAR1
6422	UPS	0.6367	SFRP1
2159	Signal-peptide	0.4489	F10
140823	Transmembrane	0.982	ROMO1
11328	UPS	0.5924	FKBP9
219348	UPS	0.6183	PLAC9
4772	Intracellular	0.6296	NFATC1
80219	Intracellular	0.9328	COQ10B
3159	Intracellular	0.9345	HMGA1
57118	Intracellular	0.6108	CAMK1D
3399	Intracellular	0.9326	ID3
3638	Intracellular	0.9326	INSIG1
23213	Signal-peptide	0.5456	SULF1
3956	Intracellular	0.9343	LGALS1
10135	UPS	0.5204	"NAMPT"
115908	Signal-peptide	0.9999	CTHRC1
23564	Intracellular	0.5537	DDAH2
6649	Signal-peptide	0.9948	SOD3
7148	Intracellular	0.5594	TNXB
29085	UPS	0.55	PHPT1
4790	Intracellular	0.5823	NFKB1
1805	Signal-peptide	0.9829	DPT
49854	UPS	0.5918	ZBTB21
4046	UPS	0.611	LSP1
6520	UPS	0.5019	SLC3A2
123920	Transmembrane	0.6882	CMTM3
6520	UPS	0.502	SLC3A2
868	Intracellular	0.7172	CBLB
2006	Signal-peptide	0.9152	ELN
49854	Intracellular	0.5662	ZBTB21
4000	Intracellular	0.8798	LMNA
8560	Transmembrane	0.8957	DEGS1
287	Intracellular	0.5866	ANK2
11177	Intracellular	0.8798	BAZ1A
7050	Intracellular	0.61240000000000006	TGIF1
79901	Transmembrane	0.9941	CYBRD1
717	Signal-peptide	0.9992	C2
3075	Signal-peptide	0.9618	CFH
3097	Intracellular	0.7329	HIVEP2
27089	Transmembrane	0.5909	UQCRQ
7140	Intracellular	0.9345	TNNT3
2934	Intracellular	0.6245	GSN
716	Signal-peptide	0.9264	C1S
26509	Intracellular	0.552	MYOF
9507	Transmembrane	0.5943	ADAMTS4
6723	UPS	0.5985	SRM
928	Transmembrane	0.9925	CD9
23034	Intracellular	0.5682	SAMD4A
55629	UPS	0.6367	PNRC2
3269	Transmembrane	0.9915	HRH1
710	Signal-peptide	0.9936	SERPING1
221749	Intracellular	0.9343	PXDC1
1634	Signal-peptide	0.9114	DCN
23452	Signal-peptide	0.9989	ANGPTL2
9221	Intracellular	0.6317	NOLC1
4046	UPS	0.611	LSP1
2273	UPS	0.6365	FHL1
6160	Intracellular	0.9345	RPL31
11015	Transmembrane	0.6416	KDELR3
64236	Intracellular	0.9343	PDLIM2
79180	UPS	0.5505	EFHD2
6281	UPS	0.6138	S100A10
2273	UPS	0.6359	FHL1
4830	UPS	0.573	NME1
717	Signal-peptide	0.9999	C2
80219	Intracellular	0.9328	COQ10B
51596	Signal-peptide	0.7698	CUTA
91851	Signal-peptide	0.9783	CHRDL1
3336	UPS	0.614	HSPE1
7643	Intracellular	0.5214	ZNF90
4239	Signal-peptide	0.5681	MFAP4
861	UPS	0.5386	RUNX1
649	Signal-peptide	0.8643	BMP1
127435	Signal-peptide	0.9296	PODN
2260	Signal-peptide	0.9126	FGFR1
6160	Intracellular	0.9345	RPL31
23564	Intracellular	0.5537	DDAH2
8910	Intracellular	0.9343	SGCE
3428	Intracellular	0.5036	IFI16
3428	Intracellular	0.5036	IFI16
717	Signal-peptide	0.9089	C2
169792	Intracellular	0.7167	GLIS3
10468	Signal-peptide	0.9995	FST
5744	Intracellular	0.9345	PTHLH
6160	Intracellular	0.9345	RPL31
1307	Signal-peptide	0.8662	COL16A1
7140	Intracellular	0.9345	TNNT3
7106	Transmembrane	0.9253	TSPAN4
1959	Intracellular	0.7157	EGR2
6748	Signal-peptide	0.9031	SSR4
3164	Intracellular	0.5779	NR4A1
3569	UPS	0.5527	IL6
7922	Signal-peptide	0.5139	SLC39A7
54205	UPS	0.6175	CYCS
7050	Intracellular	0.61240000000000006	TGIF1
102157402	UPS	0.6368	AK6
5966	Intracellular	0.7209	REL
129804	Signal-peptide	0.9976	FBLN7
4267	Signal-peptide	0.997	CD99
79901	Transmembrane	0.8797	CYBRD1
56681	UPS	0.6368	SAR1A
4046	Intracellular	0.9344	LSP1
8727	UPS	0.5934	CTNNAL1
9019	Transmembrane	0.58	MPZL1
9961	Intracellular	0.8044	MVP
717	Signal-peptide	0.9999	C2
1890	Intracellular	0.6119	TYMP
1292	Signal-peptide	0.9623	COL6A2
4257	Transmembrane	0.6344	MGST1
11014	Transmembrane	0.6826	KDELR2
7494	Intracellular	0.9343	XBP1
51604	Signal-peptide	0.9749	PIGT
716	Signal-peptide	0.9264	C1S
717	Signal-peptide	0.9999	C2
6748	Signal-peptide	0.9031	SSR4
8910	Signal-peptide	0.5734	SGCE
1890	Intracellular	0.5979	TYMP
6281	UPS	0.6138	S100A10
2192	UPS	0.5272	FBLN1
84168	Signal-peptide	0.5466	ANTXR1
8204	Intracellular	0.5736	NRIP1
4907	UPS	0.553	NT5E
3336	UPS	0.6138	HSPE1
7050	Intracellular	0.61240000000000006	TGIF1
5396	Intracellular	0.9345	PRRX1
7059	Signal-peptide	0.9022	THBS3
717	Intracellular	0.9343	C2
8877	Intracellular	0.8654	SPHK1
401505	Intracellular	0.9345	TOMM5
19	UPS	0.5508	ABCA1
6050	Intracellular	0.5759	RNH1
4000	Intracellular	0.8798	LMNA
5212	Signal-peptide	0.726	VIT
5693	Intracellular	0.9343	PSMB5
10169	Intracellular	0.9345	SERF2
79001	Intracellular	0.9343	VKORC1
8572	Intracellular	0.9327	PDLIM4
3554	Signal-peptide	0.9905	IL1R1
64236	Intracellular	0.9343	PDLIM2
5292	UPS	0.5653	PIM1
1984	UPS	0.614	EIF5A
10962	UPS	0.6175	MLLT11
9019	UPS	0.6182	MPZL1
7140	Intracellular	0.9345	TNNT3
4915	Signal-peptide	0.6734	NTRK2
8444	Intracellular	0.5813	DYRK3
2159	Signal-peptide	0.4489	F10
4780	Intracellular	0.5025	NFE2L2
7140	Intracellular	0.9345	TNNT3
4915	Signal-peptide	0.6734	NTRK2
23564	Intracellular	0.5537	DDAH2
5660	Signal-peptide	0.9461	PSAP
11117	Signal-peptide	0.9445	EMILIN1
4725	Intracellular	0.9345	NDUFS5
91663	Transmembrane	0.7991	MYADM
4780	Intracellular	0.5064	NFE2L2
26022	Transmembrane	0.8013	TMEM98
221037	Intracellular	0.5036	JMJD1C
2012	Transmembrane	0.7384	EMP1
9314	Intracellular	0.566	KLF4
3554	Signal-peptide	0.9905	IL1R1
6648	UPS	0.6182	SOD2
51661	Signal-peptide	0.898	FKBP7
4237	Signal-peptide	0.9584	MFAP2
717	Signal-peptide	0.9089	C2
967	Transmembrane	0.856	CD63
1292	UPS	0.5496	COL6A2
10169	Intracellular	0.9345	SERF2
2202	Signal-peptide	0.9998	EFEMP1
468	UPS	0.6158	ATF4
7905	Transmembrane	0.9937	REEP5
2919	Signal-peptide	0.9988	CXCL1
3569	UPS	0.553	IL6
6836	UPS	0.6183	SURF4
79001	Transmembrane	0.7829	VKORC1
5764	Signal-peptide	0.898	PTN
7148	Signal-peptide	0.9978	TNXB
5861	Intracellular	0.5736	RAB1A
26471	Intracellular	0.9345	NUPR1
6836	UPS	0.5615	SURF4
7140	Intracellular	0.9345	TNNT3
51661	Signal-peptide	0.898	FKBP7
9334	Transmembrane	0.9945	B4GALT5
23452	Intracellular	0.8591	ANGPTL2
3569	Signal-peptide	0.8852	IL6
6648	UPS	0.6138	SOD2
7422	Intracellular	0.9347	VEGFA
3569	Signal-peptide	0.8852	IL6
6748	Signal-peptide	0.9713	SSR4
8669	Intracellular	0.5003	EIF3J
6396	UPS	0.615	SEC13
7148	Signal-peptide	0.9978	TNXB
55352	UPS	0.6183	COPRS
49854	UPS	0.5947	ZBTB21
84919	Intracellular	0.5166	PPP1R15B
5901	UPS	0.6221	RAN
140823	Transmembrane	0.982	ROMO1
133308	UPS	0.5024	SLC9B2
51596	Transmembrane	0.4774	CUTA
10459	UPS	0.553	MAD2L2
80149	Intracellular	0.5484	ZC3H12A
717	Intracellular	0.9343	C2
2006	Signal-peptide	0.9369	ELN
27436	Intracellular	0.6062	EML4
2067	UPS	0.553	ERCC1
2159	Signal-peptide	0.4489	F10
6810	Intracellular	0.9328	STX4
6160	Intracellular	0.9345	RPL31
3554	Signal-peptide	0.9905	IL1R1
5202	UPS	0.5294	PFDN2
2260	Signal-peptide	0.9126	FGFR1
29015	Transmembrane	0.8823	SLC43A3
51150	Intracellular	0.8593	SDF4
10631	Signal-peptide	0.9809	POSTN
6484	UPS	0.6368	ST3GAL4
23764	Intracellular	0.9345	MAFF
3959	Signal-peptide	0.9824	LGALS3BP
715	Signal-peptide	0.9517	C1R
23564	Intracellular	0.9316	DDAH2
718	UPS	0.6367	C3
165	UPS	0.5983	AEBP1
26022	Transmembrane	0.8013	TMEM98
3693	Intracellular	0.5201	ITGB5
1634	Signal-peptide	0.9114	DCN
2192	Intracellular	0.9326	FBLN1
25890	UPS	0.5929	ABI3BP
3554	Signal-peptide	0.9905	IL1R1
5066	Signal-peptide	0.8484	PAM
51303	Signal-peptide	0.9986	FKBP11
5805	Intracellular	0.9345	PTS
9961	UPS	0.5498	MVP
4780	UPS	0.5825	NFE2L2
7360	UPS	0.5529	UGP2
3590	Signal-peptide	0.6708	IL11RA
8910	Transmembrane	0.6293	SGCE
9221	Intracellular	0.5732	NOLC1
3671	Signal-peptide	0.994	ISLR
7127	UPS	0.6009	TNFAIP2
717	Signal-peptide	0.9992	C2
5176	Signal-peptide	0.9496	SERPINF1
23564	Intracellular	0.5537	DDAH2
5348	Transmembrane	0.9988	FXYD1
746	Transmembrane	0.9991	TMEM258
813	UPS	0.6367	CALU
5329	Intracellular	0.9343	PLAUR
7070	Signal-peptide	0.8856	THY1
84255	Transmembrane	0.6855	SLC37A3
3959	Signal-peptide	0.9946	LGALS3BP
23564	Intracellular	0.9285	DDAH2
302	UPS	0.5325	ANXA2
220323	Intracellular	0.9345	OAF
10630	UPS	0.5721	PDPN
5209	Intracellular	0.9139	PFKFB3
7873	Signal-peptide	0.838	MANF
51280	Transmembrane	0.995	GOLM1
710	Signal-peptide	0.9285	SERPING1
960	Signal-peptide	0.5897	CD44
9945	Intracellular	0.9327	GFPT2
9961	Intracellular	0.9326	MVP
59342	Signal-peptide	0.9496	SCPEP1
3182	Intracellular	0.6512	HNRNPAB
84255	Transmembrane	0.6763	SLC37A3
4925	Signal-peptide	0.9023	NUCB2
7431	Intracellular	0.9343	VIM
4681	Transmembrane	0.4212	NBL1
2192	UPS	0.5909	FBLN1
4239	Signal-peptide	0.5975	MFAP4
100128731	Signal-peptide	0.5024	OST4
5315	UPS	0.5769	PKM
66005	Intracellular	0.9345	CHID1
5898	UPS	0.5507	RALA
399888	Signal-peptide	0.9852	FAM180B
2923	Signal-peptide	0.9746	PDIA3
29015	Transmembrane	0.9013	SLC43A3
3638	Signal-peptide	0.5231	INSIG1
8076	Signal-peptide	0.8234	MFAP5
56942	UPS	0.5916	CMC2
56942	UPS	0.5913	CMC2
960	Signal-peptide	0.5897	CD44
3569	Signal-peptide	0.8852	IL6
302	UPS	0.5254	ANXA2
1311	Intracellular	0.5601	COMP
7643	UPS	0.6149	ZNF90
5315	Intracellular	0.583	PKM
1984	UPS	0.614	EIF5A
6645	Intracellular	0.858	SNTB2
7922	Signal-peptide	0.5139	SLC39A7
2935	UPS	0.5004	GSPT1
302	UPS	0.5254	ANXA2
390	UPS	0.6028	RND3
9961	Intracellular	0.9345	MVP
123920	Transmembrane	0.907	CMTM3
3554	Signal-peptide	0.9905	IL1R1
6383	UPS	0.6091	SDC2
220	Intracellular	0.9326	ALDH1A3
4323	Signal-peptide	0.9528	MMP14
717	Signal-peptide	0.9992	C2
51661	Signal-peptide	0.898	FKBP7
84617	UPS	0.6183	TUBB6
7358	Intracellular	0.5656	UGDH
1646	UPS	0.6175	AKR1C2
57333	Signal-peptide	0.9993	RCN3
122416	Intracellular	0.9327	ANKRD9
5990	Intracellular	0.5969	RFX2
3428	Intracellular	0.5761	IFI16
4035	Intracellular	0.9343	LRP1
9322	Intracellular	0.9345	TRIP10
60681	Transmembrane	0.584	FKBP10
1152	UPS	0.5508	CKB
6171	Intracellular	0.9345	RPL41
1191	Signal-peptide	0.9793	CLU
7050	Intracellular	0.61240000000000006	TGIF1
1292	Signal-peptide	0.9623	COL6A2
6484	Transmembrane	0.7133	ST3GAL4
3939	UPS	0.5723	LDHA
169792	Intracellular	0.6438	GLIS3
51226	UPS	0.5518	COPZ2
3959	Signal-peptide	0.9824	LGALS3BP
55379	Intracellular	0.6049	LRRC59
2023	UPS	0.5495	ENO1
813	Signal-peptide	0.8116	CALU
960	Intracellular	0.7134	CD44
1959	Intracellular	0.9343	EGR2
649	Signal-peptide	0.8643	BMP1
